"No","COUNTY","Age","Male","Female","Total"
2933,"MANDERA",67,248,127,375
2934,"MANDERA",68,197,114,311
2935,"MANDERA",69,304,120,424
2936,"MANDERA","65-69",1475,800,2275
2937,"MANDERA",70,855,555,1410
2938,"MANDERA",71,184,167,351
2939,"MANDERA",72,242,99,341
2940,"MANDERA",73,102,54,156
2941,"MANDERA",74,132,47,179
2942,"MANDERA","70-74",1515,922,2437
2943,"MANDERA",75,209,100,309
2944,"MANDERA",76,108,47,155
2945,"MANDERA",77,88,40,128
2946,"MANDERA",78,113,59,172
2947,"MANDERA",79,121,57,178
2948,"MANDERA","75-79",639,303,942
2949,"MANDERA",80,407,278,685
2950,"MANDERA",81,103,97,200
2951,"MANDERA",82,103,37,140
2952,"MANDERA",83,50,18,68
2953,"MANDERA",84,52,22,74
2954,"MANDERA","80-84",715,452,1167
2955,"MANDERA",85,85,34,119
2956,"MANDERA",86,36,20,56
2957,"MANDERA",87,40,17,57
2958,"MANDERA",88,38,13,51
2959,"MANDERA",89,37,22,59
2960,"MANDERA","85-89",236,106,342
2961,"MANDERA",90,97,79,176
2962,"MANDERA",91,25,25,50
2963,"MANDERA",92,28,9,37
2964,"MANDERA",93,7,3,10
2965,"MANDERA",94,12,6,18
2966,"MANDERA","90-94",169,122,291
2967,"MANDERA",95,18,7,25
2968,"MANDERA",96,7,5,12
2969,"MANDERA",97,2,2,4
2970,"MANDERA",98,3,3,6
2971,"MANDERA",99,9,1,10
2972,"MANDERA","95-99",39,18,57
2973,"MANDERA","100+",16,9,25
2974,"MANDERA","Not Stated",2,"-",2
2975,"MANDERA",,,,
2977,"MARSABIT","Total",188758,163772,352530
2978,"MARSABIT",0,3981,3911,7892
2979,"MARSABIT",1,4620,4428,9048
2980,"MARSABIT",2,6037,5733,11770
2981,"MARSABIT",3,6155,5825,11980
2982,"MARSABIT",4,6719,6209,12928
2983,"MARSABIT","0 - 4",27512,26106,53618
2984,"MARSABIT",5,6418,6070,12488
2985,"MARSABIT",6,6936,6558,13494
2986,"MARSABIT",7,5506,5130,10636
2987,"MARSABIT",8,7114,6902,14016
2988,"MARSABIT",9,4729,4517,9246
2989,"MARSABIT","5-9",30703,29177,59880
2990,"MARSABIT",10,8896,8104,17000
2991,"MARSABIT",11,3696,4018,7714
2992,"MARSABIT",12,7416,5529,12945
2993,"MARSABIT",13,4977,4075,9052
2994,"MARSABIT",14,5427,4256,9683
2995,"MARSABIT","10-14",30412,25982,56394
2996,"MARSABIT",15,7018,4972,11990
2997,"MARSABIT",16,4968,3667,8635
2998,"MARSABIT",17,4921,3194,8115
2999,"MARSABIT",18,5034,3837,8871
3000,"MARSABIT",19,2840,2150,4990
3001,"MARSABIT","15-19",24781,17820,42601
3002,"MARSABIT",20,6183,4756,10939
3003,"MARSABIT",21,2535,2166,4701
3004,"MARSABIT",22,2995,2875,5870
3005,"MARSABIT",23,2801,2521,5322
3006,"MARSABIT",24,2666,2291,4957
3007,"MARSABIT","20-24",17180,14609,31789
3008,"MARSABIT",25,4527,3934,8461
3009,"MARSABIT",26,2324,2003,4327
3010,"MARSABIT",27,2181,1854,4035
3011,"MARSABIT",28,2670,2241,4911
3012,"MARSABIT",29,2039,1795,3834
3013,"MARSABIT","25-29",13741,11827,25568
3014,"MARSABIT",30,5121,3954,9075
3015,"MARSABIT",31,1376,1660,3036
3016,"MARSABIT",32,1885,1745,3630
3017,"MARSABIT",33,1430,1490,2920
3018,"MARSABIT",34,1274,1235,2509
3019,"MARSABIT","30-34",11086,10084,21170
3020,"MARSABIT",35,2619,2274,4893
3021,"MARSABIT",36,1262,1179,2441
3022,"MARSABIT",37,1141,992,2133
3023,"MARSABIT",38,1126,915,2041
3024,"MARSABIT",39,876,679,1555
3025,"MARSABIT","35-39",7024,6039,13063
3026,"MARSABIT",40,3121,2096,5217
3027,"MARSABIT",41,1201,1208,2409
3028,"MARSABIT",42,1082,781,1863
3029,"MARSABIT",43,817,654,1471
3030,"MARSABIT",44,422,369,791
3031,"MARSABIT","40-44",6643,5108,11751
3032,"MARSABIT",45,1877,1565,3442
3033,"MARSABIT",46,715,775,1490
3034,"MARSABIT",47,665,591,1256
3035,"MARSABIT",48,628,511,1139
3036,"MARSABIT",49,522,494,1016
3037,"MARSABIT","45-49",4407,3936,8343
3038,"MARSABIT",50,2018,1600,3618
3039,"MARSABIT",51,467,509,976
3040,"MARSABIT",52,710,573,1283
3041,"MARSABIT",53,417,357,774
3042,"MARSABIT",54,523,431,954
3043,"MARSABIT","50-54",4135,3470,7605
3044,"MARSABIT",55,753,599,1352
3045,"MARSABIT",56,554,420,974
3046,"MARSABIT",57,425,365,790
3047,"MARSABIT",58,477,428,905
3048,"MARSABIT",59,438,494,932
3049,"MARSABIT","55-59",2647,2306,4953
3050,"MARSABIT",60,1530,1142,2672
3051,"MARSABIT",61,358,386,744
3052,"MARSABIT",62,346,312,658
3053,"MARSABIT",63,299,271,570
3054,"MARSABIT",64,243,214,457
3055,"MARSABIT","60-64",2776,2325,5101
3056,"MARSABIT",65,551,440,991
3057,"MARSABIT",66,223,233,456
3058,"MARSABIT",67,264,206,470
3059,"MARSABIT",68,248,170,418
3060,"MARSABIT",69,275,362,637
3061,"MARSABIT","65-69",1561,1411,2972
3062,"MARSABIT",70,1117,900,2017
3063,"MARSABIT",71,254,297,551
3064,"MARSABIT",72,269,200,469
3065,"MARSABIT",73,171,137,308
3066,"MARSABIT",74,176,146,322
3067,"MARSABIT","70-74",1987,1680,3667
3068,"MARSABIT",75,258,201,459
3069,"MARSABIT",76,126,102,228
3070,"MARSABIT",77,100,76,176
3071,"MARSABIT",78,109,83,192
3072,"MARSABIT",79,110,136,246
3073,"MARSABIT","75-79",703,598,1301
3074,"MARSABIT",80,461,428,889
